subject,chamber_key,chamber_label,phase_percent,cardiac_phase,modeled_volume_ml,change_from_0_ml,change_from_0_percent,change_from_previous_1pct_ml,measured_count,measured_mean_ml,measured_min_ml,measured_max_ml,model,model_residual_rmse_ml,cycle_offsets_ml,phase_kind
adam,heart_atrium_left,Левое предсердие,10.0,Уменьшение объёма желудочков,47.20617682150118,3.544912432934332,8.119124543407871,1.0560214345167296,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.543505421519102,"{""1"": -0.5348734888520461, ""2"": 0.5348734888520461}",periodic_model
adam,heart_atrium_left,Левое предсердие,11.0,Уменьшение объёма желудочков,48.41406562997056,4.752801241403709,10.885624381158049,1.2078888084693773,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.543505421519102,"{""1"": -0.5348734888520461, ""2"": 0.5348734888520461}",periodic_model
adam,heart_atrium_left,Левое предсердие,12.0,Уменьшение объёма желудочков,49.76663102800218,6.105366639435331,13.983485647827651,1.3525653980316221,1,52.24889483378715,52.24889483378715,52.24889483378715,periodic_fourier_ridge_with_cycle_contrasts,2.543505421519102,"{""1"": -0.5348734888520461, ""2"": 0.5348734888520461}",measured_phase_reference
adam,heart_atrium_left,Левое предсердие,13.0,Уменьшение объёма желудочков,51.25471856398189,7.59345417541504,17.391741356449277,1.4880875359797088,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.543505421519102,"{""1"": -0.5348734888520461, ""2"": 0.5348734888520461}",periodic_model
adam,heart_atrium_left,Левое предсердие,14.0,Уменьшение объёма желудочков,52.86730643589896,9.206042047332112,21.08514761597882,1.6125878719170714,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.543505421519102,"{""1"": -0.5348734888520461, ""2"": 0.5348734888520461}",periodic_model
adam,heart_atrium_left,Левое предсердие,15.0,Уменьшение объёма желудочков,54.591630192174634,10.930365803607785,25.034469241046565,1.7243237562756732,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.543505421519102,"{""1"": -0.5348734888520461, ""2"": 0.5348734888520461}",periodic_model
adam,heart_atrium_left,Левое предсердие,16.0,Уменьшение объёма желудочков,56.41333404373791,12.752069655171063,29.206826311036295,1.821703851563278,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.543505421519102,"{""1"": -0.5348734888520461, ""2"": 0.5348734888520461}",periodic_model
adam,heart_atrium_left,Левое предсердие,17.0,Уменьшение объёма желудочков,58.31664659835829,14.65538220979144,33.566096664917254,1.9033125546203777,1,59.65930714442775,59.65930714442775,59.65930714442775,periodic_fourier_ridge_with_cycle_contrasts,2.543505421519102,"{""1"": -0.5348734888520461, ""2"": 0.5348734888520461}",measured_phase_reference
adam,heart_atrium_left,Левое предсердие,18.0,Уменьшение объёма желудочков,60.28457844575176,16.623314057184913,38.0733684422064,1.9679318473934728,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.543505421519102,"{""1"": -0.5348734888520461, ""2"": 0.5348734888520461}",periodic_model
adam,heart_atrium_left,Левое предсердие,19.0,Уменьшение объёма желудочков,62.29913867924787,18.63787429068102,42.687435995466814,2.0145602334961055,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.543505421519102,"{""1"": -0.5348734888520461, ""2"": 0.5348734888520461}",periodic_model
adam,heart_atrium_left,Левое предсердие,20.0,Уменьшение объёма желудочков,64.34156714223943,20.680302753672578,47.36533181821442,2.042428462991559,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.543505421519102,"{""1"": -0.5348734888520461, ""2"": 0.5348734888520461}",periodic_model
adam,heart_atrium_left,Левое предсердие,21.0,Уменьшение объёма желудочков,66.39257893992117,22.731314551354316,52.0628865647481,2.0510117976817384,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.543505421519102,"{""1"": -0.5348734888520461, ""2"": 0.5348734888520461}",periodic_model
